op,ACTION,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,u_uid,r_rid
read,1,31825,85627,117961,117962,119598,259173,240983,118960,258436,880,16
read,1,1151,2569,117961,118300,118391,118674,146303,117887,122862,881,54
read,1,14570,50318,117961,118052,118328,118321,194805,290919,118322,882,18
read,1,75078,2755,117961,117962,118066,117946,240983,118424,120499,883,36
read,1,20897,12760,117961,118343,124449,120516,118703,118295,118364,884,26
read,1,7543,6798,117961,118343,121668,120516,121445,120518,120989,886,48
read,1,36480,16802,117961,118225,118437,120516,223125,120518,120519,887,89
read,1,18418,4713,120864,118300,5488,117879,118448,19721,117880,888,34
read,1,917,52687,117961,117962,118471,124435,121125,118504,117908,889,50
read,0,25241,92453,117961,118225,117912,118568,117906,290919,117908,890,62
read,1,14666,3549,117961,118300,119181,118321,240983,290919,118322,891,149
read,1,74189,6482,117961,118052,118507,118636,200947,118704,128199,892,230
read,1,35790,6926,117961,118225,120671,117905,117906,290919,117908,893,76
read,1,1020,15611,117961,118052,120671,117905,117906,290919,117908,894,46
read,1,6977,50169,117961,118225,131303,117905,117906,4673,131338,895,30
read,1,79092,205,117961,118300,124380,120789,118981,118424,120791,896,24
read,1,3853,2825,117961,118225,119223,118792,157234,120518,117880,898,35
read,1,23969,144199,91261,118026,123472,121246,194805,290919,128424,899,81
read,1,36480,1065,117961,118225,118562,120516,128747,120518,119096,900,89
read,0,17226,295097,118000,118121,117941,118321,117906,290919,118322,901,231
read,1,39333,108164,117961,118300,119181,136701,149815,290919,117973,902,75
read,1,80501,33266,117961,118300,117895,120611,118448,19721,118570,903,97
read,1,29304,70078,117961,118327,118529,117899,118448,290919,117880,904,59
read,1,79121,46254,117961,118300,118360,118980,301534,118398,128231,905,77
read,1,37651,131489,117961,118300,118403,117905,117906,290919,118055,906,61
read,1,1151,23531,117961,117962,118501,134095,143223,118504,127032,907,54
read,1,73144,125444,117961,118300,119181,118636,240983,290919,118322,908,52
read,1,80501,16802,118752,119692,118556,280788,240983,292795,118786,909,97
read,1,34832,24017,118349,117954,123472,118278,118260,290919,126295,910,4
read,1,79121,123,117961,118300,119181,121469,130634,19721,121471,911,77
read,1,42093,10627,117961,118343,122001,117905,159686,118398,144355,912,41
read,1,43877,71203,91261,118413,119121,118321,118448,290919,118322,913,125
read,1,39262,17835,117961,118052,122059,149916,311618,270488,184276,914,153
read,1,19998,6106,117961,118225,123472,117899,121873,290919,117900,915,3
read,1,79092,8665,117961,118327,119223,123045,223125,118960,123047,916,24
read,1,20364,13119,117961,118343,117904,117905,164919,290919,127659,917,181
read,1,73056,7198,117961,121786,119064,136115,125853,118453,130607,919,233
read,1,45444,79825,117961,118300,117941,118321,117906,290919,118322,920,69
read,1,14354,67346,117961,119921,122550,118278,155142,118453,123084,921,17
read,1,23994,13577,118120,117960,123719,123670,136840,118453,127958,922,234
read,1,38972,1547,117961,118446,118810,118523,118448,290919,135125,923,68
read,1,75901,8150,117961,118463,123472,122551,124402,290919,118322,924,10
read,1,20299,8261,117961,117962,125101,118674,117886,118424,124777,925,2
read,1,20279,16802,117961,118225,118042,123045,310016,270488,120519,926,95
read,1,32270,20536,118212,118213,118810,118203,120238,117887,117908,927,8
read,1,80623,23200,119170,119171,19772,118318,190710,118474,121145,928,235
read,1,80021,36051,117961,117944,137107,120115,178199,19721,118454,929,236
read,1,969,46503,117961,118386,118746,118536,162861,118736,118539,931,237
read,1,972,241233,118752,118574,132647,280788,149467,292795,119082,932,220
read,1,59756,17920,119596,118115,119703,118451,159996,118295,119951,933,238
read,1,13878,2109,118219,118220,117878,117899,117899,19721,117900,934,20
read,1,17308,3692,117902,117903,120171,118451,118536,118295,125408,937,105
read,1,33147,4901,118752,119070,118754,280788,127525,292795,119082,938,6
read,1,38972,311696,118315,118463,123472,118129,123644,290919,120634,939,68
read,1,79121,7689,117961,118300,119181,118422,304629,118424,118425,940,77
read,1,79092,185133,117961,118300,123173,123045,120238,118363,120992,941,24
read,1,23969,49632,117961,118446,126574,122952,174408,19793,118705,943,81
read,1,79092,2034,117961,118225,124449,120773,223125,118704,120519,944,24
read,1,20897,6736,117961,117962,119223,123045,301534,118960,123047,945,26
read,1,44722,18686,117961,118386,131159,117905,125889,118704,117908,946,141
read,1,73144,28008,117961,118300,119181,119587,118959,118424,118836,947,52
read,1,20897,50571,117961,118052,118042,123045,230830,270488,132694,948,26
read,1,27124,20583,118212,118225,121668,179731,210052,117887,117973,949,5
read,1,28149,2610,117961,118386,118746,118536,163794,290919,119887,950,134
read,1,34950,50611,117961,118300,117941,118321,117906,19721,118322,951,31
read,1,14570,55667,117902,117903,117884,118568,122359,19721,118570,952,18
read,1,1003,49024,130684,118446,123472,118278,160106,290919,119194,953,9
read,1,27416,102594,117961,118225,119223,123045,123881,120518,118730,954,0
read,1,78591,51677,117961,117962,120356,117885,153894,19721,123075,955,13
read,1,23921,1930,117961,118225,124725,118207,130777,121916,123672,956,32
read,1,74754,52687,117961,118300,119136,122129,240983,118424,119951,957,1
read,1,25241,7320,118349,117954,122672,120990,140159,308574,127848,958,62
read,1,38972,53297,91261,118026,117878,117899,128869,290919,163313,959,68
read,1,1151,1949,117961,118300,118450,117905,240983,118424,118943,960,54
read,1,20226,17956,117961,118446,123472,118278,132582,290919,126295,962,44
read,0,6977,53114,117961,118225,121668,118702,223125,120518,123047,963,30
read,1,38972,70078,118315,118316,117878,118811,310825,19793,119194,964,68
read,1,972,3766,91261,118026,117878,122269,117879,19721,117880,965,220
read,1,23969,49346,122532,118386,118320,120990,131206,3130,118454,966,81
read,1,74196,53026,117961,118386,117878,311867,123637,118453,121416,967,240
read,1,75901,4952,117961,117962,277693,119192,118448,290919,118322,968,10
read,1,4675,5546,117961,118300,118783,118321,240983,290919,118322,969,23
read,1,39879,2017,117961,118225,118042,118043,310016,270488,118046,970,133
read,1,31352,896,117890,118102,117878,123609,126753,19721,117900,971,186
read,1,73756,21163,117961,118300,118754,118321,117906,290919,118322,972,113
read,1,278393,6039,117961,118225,120663,120516,223125,120518,123047,973,7
read,1,19310,5657,117961,118225,120663,118958,135140,4673,119745,975,51
read,1,16459,27911,119170,118291,118631,118194,149098,118424,120008,976,241
read,1,17308,59228,117961,118300,117884,118321,118040,19721,118322,977,105
read,1,6026,6046,119170,119171,140453,129229,301124,119095,120346,978,12
read,1,40867,7743,117961,118343,118171,118172,207709,121916,129231,980,43
read,1,1020,20981,117961,118225,118929,118702,117906,118704,118705,981,46
read,1,38972,311696,117961,118463,123472,118321,117906,290919,118322,982,68
read,1,3130,50990,117961,118225,119136,119137,118448,118474,119139,983,137
read,1,4675,14552,117961,118343,117884,118321,117906,290919,118322,984,23
read,1,75078,15504,117887,118327,122273,280788,134559,292795,126870,985,36
read,1,34817,124925,117926,118124,117884,117885,240337,117887,117888,986,159
read,1,23921,5127,117961,117962,120722,117905,144434,118424,125795,987,32
read,1,111590,41401,117961,117962,176153,120702,236515,118424,118786,988,242
read,1,7678,50610,117961,118225,125872,117905,125794,118453,117908,989,173
read,1,39333,100922,117961,118300,123173,118568,118448,290919,118322,990,75
read,1,14854,46751,117961,118052,118352,118321,240983,290919,118322,991,140
read,1,79121,2911,117961,118300,19666,118047,233714,118398,118055,992,77
read,1,14570,49254,117961,118300,117884,118321,117906,290919,118322,993,18
read,1,17308,22369,117961,118300,118783,118321,117906,290919,118322,994,105
read,0,7543,4478,117961,118225,120283,123045,304519,124487,123047,995,48
read,1,42093,51083,117961,118225,120671,118890,240983,118638,117908,996,41
read,1,114077,7665,117961,118753,122109,280788,261436,292795,119082,997,243
